,DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS,weekday,type
1574,2023-12-10,177,47,13703,1446,634,79,44,102061,Sunday,paid
1575,2023-12-11,169,44,8223,575,429,77,46,102186,Monday,organic
1576,2023-12-12,142,48,6962,883,474,90,39,102280,Tuesday,organic
1577,2023-12-13,190,44,9045,853,492,83,36,102426,Wednesday,organic
1578,2023-12-14,157,42,7509,708,396,81,56,102541,Thursday,organic
1579,2023-12-15,156,52,8756,878,459,78,45,102645,Friday,organic
1580,2023-12-16,174,46,13991,1338,687,78,41,102773,Saturday,organic
1581,2023-12-17,190,45,12693,1354,708,88,46,102918,Sunday,organic
1582,2023-12-18,153,37,6910,627,447,74,42,103034,Monday,paid
1583,2023-12-19,171,37,7410,970,343,93,46,103168,Tuesday,organic
1584,2023-12-20,178,43,9278,791,420,80,43,103303,Wednesday,paid
1585,2023-12-21,182,43,8088,913,378,84,43,103442,Thursday,organic
1586,2023-12-22,174,40,8328,918,419,74,42,103576,Friday,organic
1587,2023-12-23,165,43,13388,1171,703,85,36,103698,Saturday,organic
1588,2023-12-24,157,49,13367,1369,661,82,51,103806,Sunday,organic
1589,2023-12-25,173,45,8599,824,477,85,38,103934,Monday,paid
1590,2023-12-26,153,37,8224,680,443,98,37,104050,Tuesday,paid
1591,2023-12-27,121,42,8171,958,373,87,41,104129,Wednesday,paid
1592,2023-12-28,179,39,9196,792,321,79,38,104269,Thursday,organic
1593,2023-12-29,187,41,8975,785,436,79,42,104415,Friday,organic
1594,2023-12-30,131,41,12478,1237,630,91,45,104505,Saturday,paid
1595,2023-12-31,154,40,14253,1324,582,97,47,104619,Sunday,paid
1596,2024-01-01,182,37,8498,856,357,88,46,104764,Monday,paid
1597,2024-01-02,207,42,7908,908,399,92,41,104929,Tuesday,paid
1598,2024-01-03,172,40,8020,746,422,91,43,105061,Wednesday,paid
1599,2024-01-04,160,30,7861,798,459,98,44,105191,Thursday,organic
1600,2024-01-05,169,52,8511,853,439,69,35,105308,Friday,organic
1601,2024-01-06,196,47,14803,1540,751,92,45,105457,Saturday,paid
1602,2024-01-07,161,41,12164,1281,580,94,36,105577,Sunday,organic
1603,2024-01-08,159,43,9021,958,470,74,52,105693,Monday,organic
1604,2024-01-09,164,38,8305,868,434,78,41,105819,Tuesday,paid
1605,2024-01-10,156,50,8692,823,462,79,42,105925,Wednesday,paid
1606,2024-01-11,175,51,7606,844,414,80,39,106049,Thursday,paid
1607,2024-01-12,201,44,8796,852,479,82,40,106206,Friday,organic
1608,2024-01-13,179,47,13282,1378,669,88,53,106338,Saturday,paid
1609,2024-01-14,169,44,14331,1480,606,94,47,106463,Sunday,organic
1610,2024-01-15,168,37,9302,899,433,96,36,106594,Monday,paid
1611,2024-01-16,146,41,8039,972,424,79,49,106699,Tuesday,organic
1612,2024-01-17,189,44,10162,785,456,79,48,106844,Wednesday,paid
1613,2024-01-18,172,41,9396,834,383,98,42,106975,Thursday,paid
1614,2024-01-19,171,42,9420,807,433,92,44,107104,Friday,paid
1615,2024-01-20,230,43,13894,1347,678,87,43,107291,Saturday,paid
1616,2024-01-21,179,43,13235,1260,655,91,52,107427,Sunday,organic
1617,2024-01-22,161,43,9542,935,494,86,40,107545,Monday,paid
1618,2024-01-23,167,39,9819,791,470,91,44,107673,Tuesday,organic
1619,2024-01-24,194,40,7763,877,436,84,41,107827,Wednesday,organic
1620,2024-01-25,176,38,8931,933,446,89,37,107965,Thursday,organic
1621,2024-01-26,149,47,9231,693,450,74,53,108067,Friday,paid
1622,2024-01-27,191,34,14626,1590,682,81,38,108224,Saturday,organic
1623,2024-01-28,163,48,16017,1275,535,81,44,108339,Sunday,organic
1624,2024-01-29,208,49,8833,698,424,84,36,108498,Monday,paid
1625,2024-01-30,194,42,9126,890,373,79,42,108650,Tuesday,organic
1626,2024-01-31,167,32,9142,880,494,83,45,108785,Wednesday,paid
1627,2024-02-01,198,42,8894,870,436,74,40,108941,Thursday,organic
1628,2024-02-02,176,43,9364,965,430,92,46,109074,Friday,paid
1629,2024-02-03,190,39,15723,1416,717,87,42,109225,Saturday,paid
1630,2024-02-04,184,41,13102,1357,687,72,49,109368,Sunday,paid
1631,2024-02-05,161,50,10213,919,390,80,49,109479,Monday,organic
1632,2024-02-06,164,46,8153,871,437,90,41,109597,Tuesday,paid
1633,2024-02-07,194,39,9302,1037,425,83,44,109752,Wednesday,paid
1634,2024-02-08,170,37,9561,751,363,81,44,109885,Thursday,organic
1635,2024-02-09,169,42,11578,894,410,87,46,110012,Friday,paid
1636,2024-02-10,159,43,14508,1332,649,91,44,110128,Saturday,paid
1637,2024-02-11,184,46,11668,1431,654,75,44,110266,Sunday,paid
1638,2024-02-12,213,41,8004,809,376,93,43,110438,Monday,paid
1639,2024-02-13,158,46,10067,729,492,81,44,110550,Tuesday,paid
1640,2024-02-14,177,52,10679,898,437,88,49,110675,Wednesday,organic
1641,2024-02-15,202,47,10468,910,444,88,47,110830,Thursday,paid
1642,2024-02-16,175,44,10287,1017,460,83,47,110961,Friday,paid
1643,2024-02-17,185,43,16987,1159,612,79,47,111103,Saturday,paid
1644,2024-02-18,158,42,14434,1483,694,86,43,111219,Sunday,organic
1645,2024-02-19,185,49,11111,1097,427,103,45,111355,Monday,organic
1646,2024-02-20,174,41,8556,854,404,76,39,111488,Tuesday,organic
1647,2024-02-21,195,44,9323,773,469,103,50,111639,Wednesday,paid
1648,2024-02-22,199,44,8419,852,510,86,32,111794,Thursday,paid
1649,2024-02-23,224,42,10018,890,476,89,44,111976,Friday,paid
1650,2024-02-24,188,38,15418,1410,729,79,49,112126,Saturday,paid
1651,2024-02-25,184,45,15703,1255,633,82,38,112265,Sunday,paid
1652,2024-02-26,181,44,10439,1029,374,84,46,112402,Monday,organic
1653,2024-02-27,172,46,9433,792,512,79,41,112528,Tuesday,paid
1654,2024-02-28,184,42,10223,737,537,87,42,112670,Wednesday,organic
1655,2024-02-29,173,50,8880,991,515,85,48,112793,Thursday,organic
1656,2024-03-01,181,40,11893,690,431,105,45,112934,Friday,organic
1657,2024-03-02,202,52,15255,1312,592,78,35,113084,Saturday,organic
1658,2024-03-03,160,36,14994,1759,598,90,40,113208,Sunday,organic
1659,2024-03-04,199,46,12204,893,372,91,49,113361,Monday,paid
1660,2024-03-05,202,46,9240,795,442,79,46,113517,Tuesday,paid
1661,2024-03-06,177,41,9381,890,519,95,52,113653,Wednesday,paid
1662,2024-03-07,141,46,9429,891,441,86,52,113748,Thursday,organic
1663,2024-03-08,168,50,10537,911,462,67,43,113866,Friday,paid
1664,2024-03-09,202,34,16631,1435,765,95,56,114034,Saturday,organic
1665,2024-03-10,179,47,17151,1206,645,79,45,114166,Sunday,organic
1666,2024-03-11,161,33,13408,1050,540,80,40,114294,Monday,organic
1667,2024-03-12,170,40,8278,921,539,96,42,114424,Tuesday,paid
1668,2024-03-13,195,52,11350,965,443,86,34,114567,Wednesday,organic
1669,2024-03-14,189,42,10117,843,424,98,52,114714,Thursday,paid
1670,2024-03-15,175,39,10101,1016,481,100,52,114850,Friday,paid
1671,2024-03-16,173,44,15120,1317,651,84,40,114979,Saturday,organic
1672,2024-03-17,173,54,14673,1389,597,97,44,115098,Sunday,organic
1673,2024-03-18,163,36,12589,818,508,83,45,115225,Monday,paid
1674,2024-03-19,209,40,11697,812,506,110,40,115394,Tuesday,paid
1675,2024-03-20,174,51,10827,965,458,84,37,115517,Wednesday,paid
1676,2024-03-21,202,53,12276,863,394,99,44,115666,Thursday,paid
1677,2024-03-22,208,44,9188,827,396,98,43,115830,Friday,paid
1678,2024-03-23,199,39,14094,1269,685,93,43,115990,Saturday,paid
1679,2024-03-24,173,54,12729,1453,645,84,46,116109,Sunday,organic
1680,2024-03-25,188,52,10100,849,437,89,51,116245,Monday,organic
1681,2024-03-26,180,48,11046,896,499,71,43,116377,Tuesday,organic
1682,2024-03-27,165,41,10991,908,486,92,46,116501,Wednesday,paid
1683,2024-03-28,187,45,11051,733,516,93,48,116643,Thursday,organic
1684,2024-03-29,160,44,9359,774,409,92,47,116759,Friday,organic
1685,2024-03-30,203,46,17671,1408,657,63,42,116916,Saturday,paid
1686,2024-03-31,173,52,16760,1263,733,79,45,117037,Sunday,organic
1687,2024-04-01,185,49,11720,1006,475,84,47,117173,Monday,organic
1688,2024-04-02,187,40,8858,998,524,93,40,117320,Tuesday,organic
1689,2024-04-03,177,51,11271,976,474,93,51,117446,Wednesday,organic
1690,2024-04-04,193,47,9637,1077,540,89,52,117592,Thursday,paid
1691,2024-04-05,173,48,10507,904,480,97,42,117717,Friday,paid
1692,2024-04-06,198,52,17295,1456,756,81,46,117863,Saturday,paid
1693,2024-04-07,158,40,16573,1288,661,96,48,117981,Sunday,paid
1694,2024-04-08,185,45,10019,1137,457,95,43,118121,Monday,organic
1695,2024-04-09,218,43,10961,1095,498,94,47,118296,Tuesday,paid
1696,2024-04-10,164,38,9278,915,531,89,46,118422,Wednesday,organic
1697,2024-04-11,170,47,12218,950,491,108,39,118545,Thursday,organic
1698,2024-04-12,192,57,10734,1040,454,96,47,118680,Friday,organic
1699,2024-04-13,186,37,18277,1353,781,82,40,118829,Saturday,organic
1700,2024-04-14,189,45,15574,1284,535,93,50,118973,Sunday,paid
1701,2024-04-15,192,48,10385,997,393,98,42,119117,Monday,organic
1702,2024-04-16,195,46,10120,925,490,86,45,119266,Tuesday,paid
1703,2024-04-17,204,45,11916,935,459,101,52,119425,Wednesday,organic
1704,2024-04-18,191,39,10176,842,487,95,48,119577,Thursday,organic
1705,2024-04-19,179,47,11656,761,462,70,41,119709,Friday,paid
1706,2024-04-20,196,42,15792,1411,729,94,41,119863,Saturday,paid
1707,2024-04-21,219,35,13171,1506,633,88,43,120047,Sunday,organic
1708,2024-04-22,181,51,10314,900,486,97,47,120177,Monday,paid
1709,2024-04-23,166,50,9644,1054,506,100,47,120293,Tuesday,organic
1710,2024-04-24,204,46,10965,857,517,94,42,120451,Wednesday,organic
1711,2024-04-25,182,47,9621,825,554,107,40,120586,Thursday,paid
1712,2024-04-26,144,51,11926,917,472,90,47,120679,Friday,organic
1713,2024-04-27,200,47,16215,1374,711,98,45,120832,Saturday,paid
1714,2024-04-28,175,50,16062,1492,586,99,56,120957,Sunday,paid
1715,2024-04-29,183,44,11607,853,437,91,46,121096,Monday,paid
1716,2024-04-30,191,52,11934,1052,453,99,54,121235,Tuesday,paid
1717,2024-05-01,188,47,10854,1108,511,87,40,121376,Wednesday,organic
1718,2024-05-02,198,47,10028,923,435,88,39,121527,Thursday,paid
1719,2024-05-03,177,40,8930,1043,500,80,41,121664,Friday,organic
1720,2024-05-04,195,47,15152,1243,694,95,51,121812,Saturday,paid
1721,2024-05-05,180,42,15249,1542,682,95,54,121950,Sunday,paid
1722,2024-05-06,199,43,10939,1026,475,103,42,122106,Monday,paid
1723,2024-05-07,197,42,10438,1009,446,100,44,122261,Tuesday,paid
1724,2024-05-08,168,41,11542,928,444,90,41,122388,Wednesday,organic
1725,2024-05-09,206,56,10124,655,385,82,38,122538,Thursday,paid
1726,2024-05-10,176,52,10711,871,453,97,49,122662,Friday,organic
1727,2024-05-11,201,55,18048,1309,664,103,47,122808,Saturday,paid
1728,2024-05-12,193,40,16667,1260,661,100,46,122961,Sunday,paid
1729,2024-05-13,220,46,10665,944,485,103,40,123135,Monday,organic
1730,2024-05-14,182,40,10070,894,497,91,54,123277,Tuesday,organic
1731,2024-05-15,180,43,10020,856,477,89,44,123414,Wednesday,organic
1732,2024-05-16,186,42,9773,835,513,86,49,123558,Thursday,paid
1733,2024-05-17,181,52,10089,867,494,92,39,123687,Friday,organic
1734,2024-05-18,202,44,17182,1560,679,92,45,123845,Saturday,paid
1735,2024-05-19,156,51,15595,1311,669,95,48,123950,Sunday,organic
1736,2024-05-20,167,49,9182,888,482,92,48,124068,Monday,paid
1737,2024-05-21,167,57,12470,894,495,92,47,124178,Tuesday,organic
1738,2024-05-22,205,39,10916,969,534,86,49,124344,Wednesday,organic
1739,2024-05-23,219,52,9073,980,524,102,41,124511,Thursday,paid
1740,2024-05-24,185,52,10074,652,443,94,47,124644,Friday,paid
1741,2024-05-25,184,42,15956,1552,696,92,47,124786,Saturday,organic
1742,2024-05-26,189,51,18436,1611,751,86,48,124924,Sunday,paid
1743,2024-05-27,209,48,9319,841,520,81,47,125085,Monday,organic
1744,2024-05-28,170,45,11480,849,514,106,41,125210,Tuesday,paid
1745,2024-05-29,192,43,11898,898,467,99,40,125359,Wednesday,paid
1746,2024-05-30,206,43,9761,870,411,78,36,125522,Thursday,paid
1747,2024-05-31,197,56,10106,963,424,101,50,125663,Friday,organic
1748,2024-06-01,192,47,13947,1138,726,102,51,125808,Saturday,paid
1749,2024-06-02,207,50,15211,1255,730,95,51,125965,Sunday,paid
1750,2024-06-03,137,43,10291,1089,420,109,48,126059,Monday,paid
1751,2024-06-04,201,43,10986,856,474,96,37,126217,Tuesday,organic
1752,2024-06-05,176,52,11403,1062,502,81,42,126341,Wednesday,organic
1753,2024-06-06,154,40,9491,979,418,98,48,126455,Thursday,paid
1754,2024-06-07,198,45,8221,774,525,96,47,126608,Friday,organic
1755,2024-06-08,215,47,15284,1509,682,88,46,126776,Saturday,paid
1756,2024-06-09,186,47,15728,1404,799,100,49,126915,Sunday,paid
1757,2024-06-10,207,46,10415,904,448,78,47,127076,Monday,paid
1758,2024-06-11,220,49,9805,971,425,104,47,127247,Tuesday,organic
1759,2024-06-12,214,50,10238,993,452,86,44,127411,Wednesday,paid
1760,2024-06-13,221,50,11616,1016,470,85,52,127582,Thursday,organic
1761,2024-06-14,204,42,10446,1061,456,93,45,127744,Friday,organic
1762,2024-06-15,191,46,14492,1483,696,99,41,127889,Saturday,organic
1763,2024-06-16,159,53,14264,1230,736,96,43,127995,Sunday,organic
1764,2024-06-17,185,51,9815,906,467,88,45,128129,Monday,organic
1765,2024-06-18,174,41,11588,1232,472,90,52,128262,Tuesday,organic
1766,2024-06-19,231,49,9750,1021,394,84,47,128444,Wednesday,paid
1767,2024-06-20,187,38,9886,1178,495,93,46,128593,Thursday,paid
1768,2024-06-21,193,47,9402,1086,472,105,41,128739,Friday,paid
1769,2024-06-22,201,56,16402,1465,829,95,51,128884,Saturday,organic
1770,2024-06-23,191,43,17626,1474,648,103,44,129032,Sunday,organic
1771,2024-06-24,223,43,10240,951,391,109,47,129212,Monday,paid
1772,2024-06-25,179,51,9852,789,507,89,54,129340,Tuesday,paid
1773,2024-06-26,195,40,9779,958,494,93,50,129495,Wednesday,paid
1774,2024-06-27,177,44,7399,1072,430,116,40,129628,Thursday,organic
1775,2024-06-28,166,50,10410,900,405,109,39,129744,Friday,organic
1776,2024-06-29,179,44,14687,1495,828,79,47,129879,Saturday,organic
1777,2024-06-30,191,46,15069,1560,820,99,42,130024,Sunday,paid
1778,2024-07-01,183,51,8923,871,360,95,51,130156,Monday,paid
1779,2024-07-02,178,49,9210,916,457,103,48,130285,Tuesday,organic
1780,2024-07-03,165,49,9158,862,559,88,48,130401,Wednesday,paid
1781,2024-07-04,190,46,10496,881,457,87,44,130545,Thursday,paid
1782,2024-07-05,163,49,9135,837,457,89,56,130659,Friday,paid
1783,2024-07-06,207,47,17160,1312,700,90,61,130819,Saturday,paid
1784,2024-07-07,194,50,14770,1647,640,104,46,130963,Sunday,paid
1785,2024-07-08,164,45,8211,874,399,84,49,131082,Monday,organic
1786,2024-07-09,186,47,9264,975,532,90,48,131221,Tuesday,paid
1787,2024-07-10,178,43,8747,915,393,79,46,131356,Wednesday,paid
1788,2024-07-11,199,48,7282,1078,494,106,44,131507,Thursday,organic
1789,2024-07-12,218,44,10790,1091,525,108,43,131681,Friday,paid
1790,2024-07-13,156,42,14891,1572,618,93,42,131795,Saturday,organic
1791,2024-07-14,195,49,14610,1492,657,93,50,131941,Sunday,paid
1792,2024-07-15,190,49,9372,944,541,101,45,132082,Monday,paid
1793,2024-07-16,206,52,7922,851,509,110,35,132236,Tuesday,paid
1794,2024-07-17,197,46,8722,1155,453,100,50,132387,Wednesday,paid
1795,2024-07-18,179,50,9908,894,542,90,48,132516,Thursday,paid
1796,2024-07-19,187,51,8154,1033,542,81,54,132652,Friday,paid
1797,2024-07-20,178,50,10177,1606,745,86,50,132780,Saturday,paid
1798,2024-07-21,214,44,13278,1372,661,97,41,132950,Sunday,organic
1799,2024-07-22,194,49,8904,1071,465,90,37,133095,Monday,paid
1800,2024-07-23,231,50,9128,1045,499,98,45,133276,Tuesday,paid
1801,2024-07-24,193,48,9634,1139,476,91,45,133421,Wednesday,organic
1802,2024-07-25,180,38,9525,926,531,86,53,133563,Thursday,paid
1803,2024-07-26,165,49,9159,847,411,85,48,133679,Friday,paid
1804,2024-07-27,159,59,14950,1384,619,112,54,133779,Saturday,organic
1805,2024-07-28,163,46,11294,1489,742,106,42,133896,Sunday,paid
1806,2024-07-29,200,45,9299,979,463,114,53,134051,Monday,organic
1807,2024-07-30,204,50,9381,936,456,102,52,134205,Tuesday,organic
1808,2024-07-31,164,50,7712,789,401,93,38,134319,Wednesday,paid
1809,2024-08-01,212,54,7459,1021,488,110,55,134477,Thursday,paid
1810,2024-08-02,185,42,8101,1168,485,97,49,134620,Friday,paid
1811,2024-08-03,198,52,12230,1533,780,99,50,134766,Saturday,paid
1812,2024-08-04,227,51,14045,1554,738,97,44,134942,Sunday,organic
1813,2024-08-05,213,48,8150,1033,482,68,55,135107,Monday,organic
1814,2024-08-06,190,50,7919,1017,546,113,43,135247,Tuesday,organic
1815,2024-08-07,178,53,8110,1070,425,102,53,135372,Wednesday,organic
1816,2024-08-08,153,53,9579,1018,516,101,52,135472,Thursday,paid
1817,2024-08-09,181,43,8605,949,408,97,44,135610,Friday,organic
1818,2024-08-10,191,53,63142,1353,3367,495,290,135748,Saturday,organic
1819,2024-08-11,176,48,12685,1434,646,92,50,135876,Sunday,paid
1820,2024-08-12,193,49,9632,1012,529,104,52,136020,Monday,paid
1821,2024-08-13,197,49,7871,951,487,85,41,136168,Tuesday,organic
1822,2024-08-14,192,48,9605,1013,490,100,59,136312,Wednesday,organic
1823,2024-08-15,183,55,8647,1026,437,103,43,136440,Thursday,organic
1824,2024-08-16,200,48,8313,1065,477,96,54,136592,Friday,paid
1825,2024-08-17,205,43,15808,1665,681,102,44,136754,Saturday,organic
1826,2024-08-18,175,47,11285,1488,766,88,46,136882,Sunday,organic
1827,2024-08-19,224,50,8095,856,443,89,53,137056,Monday,organic
1828,2024-08-20,195,55,7342,951,558,100,54,137196,Tuesday,paid
1829,2024-08-21,197,52,9153,990,410,105,43,137341,Wednesday,paid
1830,2024-08-22,211,45,9749,805,453,80,54,137507,Thursday,paid
1831,2024-08-23,202,61,9714,1124,576,103,54,137648,Friday,organic
1832,2024-08-24,216,50,13986,1503,708,93,44,137814,Saturday,organic
1833,2024-08-25,203,55,12191,1539,643,96,57,137962,Sunday,paid
1834,2024-08-26,185,48,7973,1124,505,85,42,138099,Monday,paid
1835,2024-08-27,205,52,6880,927,471,90,46,138252,Tuesday,organic
1836,2024-08-28,175,53,9926,1047,453,108,51,138374,Wednesday,organic
1837,2024-08-29,200,55,8619,979,441,99,45,138519,Thursday,paid
1838,2024-08-30,197,54,7815,973,632,95,50,138662,Friday,paid
1839,2024-08-31,194,53,13944,1372,724,98,50,138803,Saturday,paid
1840,2024-09-01,195,48,11095,1735,600,104,48,138950,Sunday,paid
1841,2024-09-02,161,46,8514,955,570,103,53,139065,Monday,organic
1842,2024-09-03,187,51,8028,1063,527,98,48,139201,Tuesday,paid
1843,2024-09-04,200,54,8680,807,458,110,50,139347,Wednesday,organic
1844,2024-09-05,202,48,8096,1111,450,109,55,139501,Thursday,paid
1845,2024-09-06,178,55,6957,1099,531,103,53,139624,Friday,paid
1846,2024-09-07,224,57,12286,1507,727,100,53,139791,Saturday,organic
1847,2024-09-08,181,45,13458,1459,603,106,44,139927,Sunday,organic
1848,2024-09-09,218,45,8088,1036,587,102,52,140100,Monday,paid
1849,2024-09-10,207,49,8732,1225,477,110,45,140258,Tuesday,organic
1850,2024-09-11,186,51,7250,821,573,108,43,140393,Wednesday,paid
1851,2024-09-12,235,47,8068,1076,563,89,49,140581,Thursday,paid
1852,2024-09-13,175,56,7578,907,449,89,45,140700,Friday,paid
1853,2024-09-14,218,52,13022,1495,826,92,53,140866,Saturday,paid
1854,2024-09-15,220,50,12147,1462,700,109,54,141036,Sunday,organic
